SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,stress,strain
70Compression,1-Compress,0.000,4.448,-0,-0.003,-0.03819718634205488,-0.0
70Compression,1-Compress,1.000,4.397,0.051,0.013,0.16552114081557112,0.011465827338129495
70Compression,1-Compress,2.000,4.345,0.103,-0.003,-0.03819718634205488,0.023156474820143883
70Compression,1-Compress,3.000,4.294,0.154,-0.003,-0.03819718634205488,0.03462230215827338
70Compression,1-Compress,4.000,4.241,0.207,0.013,0.16552114081557112,0.04653776978417266
70Compression,1-Compress,5.000,4.189,0.259,0.013,0.16552114081557112,0.05822841726618705
70Compression,1-Compress,6.000,4.138,0.31,0.013,0.16552114081557112,0.06969424460431654
70Compression,1-Compress,7.000,4.086,0.362,0.013,0.16552114081557112,0.08138489208633093
70Compression,1-Compress,8.000,4.033,0.415,0.029,0.3692394679731972,0.0933003597122302
70Compression,1-Compress,9.000,3.981,0.467,0.013,0.16552114081557112,0.1049910071942446
70Compression,1-Compress,10.000,3.93,0.518,0.029,0.3692394679731972,0.1164568345323741
70Compression,1-Compress,11.000,3.878,0.57,0.029,0.3692394679731972,0.12814748201438847
70Compression,1-Compress,12.000,3.827,0.621,0.013,0.16552114081557112,0.13961330935251798
70Compression,1-Compress,13.000,3.773,0.675,0.029,0.3692394679731972,0.15175359712230216
70Compression,1-Compress,14.000,3.722,0.726,0.046,0.5856901905781748,0.16321942446043164
70Compression,1-Compress,15.000,3.67,0.778,0.046,0.5856901905781748,0.17491007194244604
70Compression,1-Compress,16.000,3.619,0.829,0.029,0.3692394679731972,0.18637589928057552
70Compression,1-Compress,17.000,3.566,0.882,0.046,0.5856901905781748,0.1982913669064748
70Compression,1-Compress,18.000,3.514,0.934,0.062,0.7894085177358009,0.2099820143884892
70Compression,1-Compress,19.000,3.463,0.985,0.046,0.5856901905781748,0.2214478417266187
70Compression,1-Compress,20.000,3.411,1.037,0.062,0.7894085177358009,0.23313848920863306
70Compression,1-Compress,21.000,3.358,1.09,0.079,1.0058592403407784,0.24505395683453238
70Compression,1-Compress,22.000,3.306,1.142,0.062,0.7894085177358009,0.2567446043165467
70Compression,1-Compress,23.000,3.255,1.193,0.062,0.7894085177358009,0.26821043165467623
70Compression,1-Compress,24.000,3.203,1.245,0.095,1.2095775674984044,0.27990107913669066
70Compression,1-Compress,25.000,3.15,1.298,0.095,1.2095775674984044,0.2918165467625899
70Compression,1-Compress,26.000,3.098,1.35,0.079,1.0058592403407784,0.3035071942446043
70Compression,1-Compress,27.000,3.047,1.401,0.111,1.4132958946560306,0.31497302158273377
70Compression,1-Compress,28.000,2.995,1.453,0.111,1.4132958946560306,0.3266636690647482
70Compression,1-Compress,29.000,2.944,1.504,0.111,1.4132958946560306,0.33812949640287765
70Compression,1-Compress,30.000,2.891,1.557,0.111,1.4132958946560306,0.35004496402877694
70Compression,1-Compress,31.000,2.839,1.609,0.144,1.8334649444186342,0.3617356115107913
70Compression,1-Compress,32.000,2.788,1.66,0.128,1.6297466172610082,0.3732014388489208
70Compression,1-Compress,33.000,2.736,1.712,0.144,1.8334649444186342,0.3848920863309352
70Compression,1-Compress,34.000,2.683,1.765,0.177,2.253633994181238,0.3968075539568345
70Compression,1-Compress,35.000,2.631,1.817,0.177,2.253633994181238,0.40849820143884885
70Compression,1-Compress,36.000,2.58,1.868,0.177,2.253633994181238,0.4199640287769784
70Compression,1-Compress,37.000,2.528,1.92,0.210,2.6738030439438414,0.43165467625899273
70Compression,1-Compress,38.000,2.475,1.973,0.226,2.8775213711014676,0.4435701438848921
70Compression,1-Compress,39.000,2.423,2.025,0.226,2.8775213711014676,0.4552607913669064
70Compression,1-Compress,40.000,2.372,2.076,0.242,3.0812396982590937,0.46672661870503596
70Compression,1-Compress,41.000,2.32,2.128,0.275,3.5014087480216975,0.4784172661870503
70Compression,1-Compress,42.000,2.267,2.181,0.275,3.5014087480216975,0.4903327338129496
70Compression,1-Compress,43.000,2.216,2.232,0.292,3.7178594706266748,0.5017985611510791
70Compression,1-Compress,44.000,2.164,2.284,0.341,4.341746847546904,0.5134892086330934
70Compression,1-Compress,45.000,2.113,2.335,0.357,4.545465174704531,0.524955035971223
70Compression,1-Compress,46.000,2.061,2.387,0.373,4.749183501862157,0.5366456834532374
70Compression,1-Compress,47.000,2.008,2.44,0.423,5.385803274229738,0.5485611510791366
70Compression,1-Compress,48.000,1.956,2.492,0.455,5.79323992854499,0.560251798561151
70Compression,1-Compress,49.000,1.905,2.543,0.472,6.009690651149967,0.5717176258992805
70Compression,1-Compress,50.000,1.853,2.595,0.537,6.837296355227824,0.583408273381295
70Compression,1-Compress,51.000,1.8,2.648,0.603,7.67763445475303,0.5953237410071942
70Compression,1-Compress,52.000,1.748,2.7,0.635,8.085071109068283,0.6070143884892086
70Compression,1-Compress,53.000,1.697,2.751,0.685,8.721690881435864,0.618480215827338
70Compression,1-Compress,54.000,1.645,2.803,0.766,9.753014912671345,0.6301708633093525
70Compression,1-Compress,55.000,1.592,2.856,0.816,10.389634685038926,0.6420863309352517
70Compression,1-Compress,56.000,1.541,2.907,0.914,11.637409438879388,0.6535521582733812
70Compression,1-Compress,57.000,1.489,2.959,1.012,12.885184192719846,0.6652428057553956
70Compression,1-Compress,58.000,1.438,3.01,1.127,14.349409669165283,0.676708633093525
70Compression,1-Compress,59.000,1.386,3.062,1.241,15.80090275016337,0.6883992805755395
up 250mm in 30s,1-Compress,60.000,1.345,-0,1.389,17.68529727637141,-0.0
up 250mm in 30s,1-Compress,61.000,9.631,-8.286,-0.003,-0.03819718634205488,-1.8628597122302155
up 250mm in 30s,1-Compress,62.000,17.986,-16.641,-0.020,-0.25464790894703254,-3.7412320143884883
up 250mm in 30s,1-Compress,63.000,26.342,-24.997,-0.020,-0.25464790894703254,-5.6198291366906465
up 250mm in 30s,1-Compress,64.000,34.697,-33.352,0.193,2.4573523213388637,-7.49820143884892
up 250mm in 30s,1-Compress,65.000,43.053,-41.708,0.013,0.16552114081557112,-9.376798561151078
up 250mm in 30s,1-Compress,66.000,51.409,-50.064,-0.036,-0.45836623610465854,-11.255395683453237
up 250mm in 30s,1-Compress,67.000,59.764,-58.419,-0.036,-0.45836623610465854,-13.13376798561151
up 250mm in 30s,1-Compress,68.000,68.12,-66.775,-0.003,-0.03819718634205488,-15.012365107913668
up 250mm in 30s,1-Compress,69.000,76.475,-75.13,-0.003,-0.03819718634205488,-16.89073741007194
up 250mm in 30s,1-Compress,70.000,84.831,-83.486,-0.020,-0.25464790894703254,-18.7693345323741
up 250mm in 30s,1-Compress,71.000,93.188,-91.843,-0.003,-0.03819718634205488,-20.648156474820144
up 250mm in 30s,1-Compress,72.000,101.542,-100.197,-0.003,-0.03819718634205488,-22.526303956834532
up 250mm in 30s,1-Compress,73.000,109.898,-108.553,-0.020,-0.25464790894703254,-24.40490107913669
up 250mm in 30s,1-Compress,74.000,118.253,-116.908,-0.020,-0.25464790894703254,-26.28327338129496
