SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N,stress,strain
70Compression,1-Compress,0.000,3.491,-0,0.006,7.639437268410976e-05,-0.0
70Compression,1-Compress,1.000,3.45,0.041,0.023,0.0002928450952890874,0.011744485820681752
70Compression,1-Compress,2.000,3.409,0.082,0.006,7.639437268410976e-05,0.023488971641363505
70Compression,1-Compress,3.000,3.369,0.122,-0.010,-0.00012732395447351627,0.03494700658837009
70Compression,1-Compress,4.000,3.328,0.163,0.023,0.0002928450952890874,0.04669149240905185
70Compression,1-Compress,5.000,3.288,0.203,0.006,7.639437268410976e-05,0.05814952735605844
70Compression,1-Compress,6.000,3.247,0.244,0.006,7.639437268410976e-05,0.06989401317674018
70Compression,1-Compress,7.000,3.206,0.285,0.023,0.0002928450952890874,0.08163849899742193
70Compression,1-Compress,8.000,3.166,0.325,0.023,0.0002928450952890874,0.09309653394442853
70Compression,1-Compress,9.000,3.125,0.366,0.006,7.639437268410976e-05,0.10484101976511027
70Compression,1-Compress,10.000,3.084,0.407,0.006,7.639437268410976e-05,0.11658550558579203
70Compression,1-Compress,11.000,3.044,0.447,0.023,0.0002928450952890874,0.12804354053279862
70Compression,1-Compress,12.000,3.002,0.489,0.006,7.639437268410976e-05,0.14007447722715555
70Compression,1-Compress,13.000,2.961,0.53,0.006,7.639437268410976e-05,0.1518189630478373
70Compression,1-Compress,14.000,2.92,0.571,0.023,0.0002928450952890874,0.16356344886851903
70Compression,1-Compress,15.000,2.88,0.611,0.023,0.0002928450952890874,0.17502148381552562
70Compression,1-Compress,16.000,2.839,0.652,0.006,7.639437268410976e-05,0.1867659696362074
70Compression,1-Compress,17.000,2.798,0.693,0.023,0.0002928450952890874,0.1985104554568891
70Compression,1-Compress,18.000,2.758,0.733,0.023,0.0002928450952890874,0.20996849040389573
70Compression,1-Compress,19.000,2.717,0.774,0.006,7.639437268410976e-05,0.22171297622457747
70Compression,1-Compress,20.000,2.677,0.814,0.006,7.639437268410976e-05,0.23317101117158406
70Compression,1-Compress,21.000,2.636,0.855,0.039,0.0004965634224467135,0.2449154969922658
70Compression,1-Compress,22.000,2.595,0.896,0.023,0.0002928450952890874,0.25665998281294755
70Compression,1-Compress,23.000,2.555,0.936,0.023,0.0002928450952890874,0.2681180177599542
70Compression,1-Compress,24.000,2.514,0.977,0.039,0.0004965634224467135,0.2798625035806359
70Compression,1-Compress,25.000,2.473,1.018,0.039,0.0004965634224467135,0.2916069894013177
70Compression,1-Compress,26.000,2.433,1.058,0.023,0.0002928450952890874,0.3030650243483243
70Compression,1-Compress,27.000,2.391,1.1,0.039,0.0004965634224467135,0.31509596104268117
70Compression,1-Compress,28.000,2.35,1.141,0.039,0.0004965634224467135,0.32684044686336294
70Compression,1-Compress,29.000,2.309,1.182,0.039,0.0004965634224467135,0.33858493268404466
70Compression,1-Compress,30.000,2.269,1.222,0.039,0.0004965634224467135,0.35004296763105125
70Compression,1-Compress,31.000,2.228,1.263,0.055,0.0007002817496043395,0.36178745345173297
70Compression,1-Compress,32.000,2.188,1.303,0.039,0.0004965634224467135,0.3732454883987396
70Compression,1-Compress,33.000,2.147,1.344,0.039,0.0004965634224467135,0.3849899742194214
70Compression,1-Compress,34.000,2.106,1.385,0.055,0.0007002817496043395,0.3967344600401031
70Compression,1-Compress,35.000,2.066,1.425,0.072,0.0009167324722093171,0.4081924949871097
70Compression,1-Compress,36.000,2.025,1.466,0.055,0.0007002817496043395,0.41993698080779146
70Compression,1-Compress,37.000,1.984,1.507,0.072,0.0009167324722093171,0.4316814666284732
70Compression,1-Compress,38.000,1.944,1.547,0.088,0.0011204507993669431,0.44313950157547977
70Compression,1-Compress,39.000,1.903,1.588,0.072,0.0009167324722093171,0.4548839873961616
70Compression,1-Compress,40.000,1.863,1.628,0.072,0.0009167324722093171,0.4663420223431681
70Compression,1-Compress,41.000,1.822,1.669,0.088,0.0011204507993669431,0.4780865081638499
70Compression,1-Compress,42.000,1.78,1.711,0.072,0.0009167324722093171,0.49011744485820685
70Compression,1-Compress,43.000,1.739,1.752,0.088,0.0011204507993669431,0.5018619306788885
70Compression,1-Compress,44.000,1.698,1.793,0.104,0.001324169126524569,0.5136064164995703
70Compression,1-Compress,45.000,1.658,1.833,0.121,0.0015406198491295469,0.5250644514465769
70Compression,1-Compress,46.000,1.617,1.874,0.104,0.001324169126524569,0.5368089372672586
70Compression,1-Compress,47.000,1.577,1.914,0.137,0.001744338176287173,0.5482669722142652
70Compression,1-Compress,48.000,1.536,1.955,0.154,0.0019607888988921506,0.560011458034947
70Compression,1-Compress,49.000,1.495,1.996,0.137,0.001744338176287173,0.5717559438556288
70Compression,1-Compress,50.000,1.455,2.036,0.170,0.0021645072260497765,0.5832139788026354
70Compression,1-Compress,51.000,1.414,2.077,0.203,0.0025846762758123805,0.594958464623317
70Compression,1-Compress,52.000,1.373,2.118,0.186,0.0023682255532074025,0.6067029504439988
70Compression,1-Compress,53.000,1.333,2.158,0.203,0.0025846762758123805,0.6181609853910054
70Compression,1-Compress,54.000,1.292,2.199,0.252,0.00320856365273261,0.6299054712116872
70Compression,1-Compress,55.000,1.252,2.239,0.268,0.0034122819798902363,0.6413635061586938
70Compression,1-Compress,56.000,1.211,2.28,0.285,0.0036287327024952134,0.6531079919793754
70Compression,1-Compress,57.000,1.169,2.322,0.317,0.004036169356810466,0.6651389286737325
70Compression,1-Compress,58.000,1.128,2.363,0.367,0.004672789129178047,0.6768834144944141
70Compression,1-Compress,59.000,1.088,2.403,0.367,0.004672789129178047,0.6883414494414208
